Country,Year,GDP_rise,Gini,Agg_dem,Agg_sup,Avg CPI,Eco_Equ,Per_cap,mar_cost,inf_rate,int_rate
Ethiopia,1967,3.85,9.26,3.35,8.05,107.6,258.66,3.85,9.26,3.85,9.26
Egypt,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
DRcongo,1967,2.7,6.49,3.35,8.05,107.6,258.66,2.7,6.49,2.7,6.49
Tanzania,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
SouthAfrica,1967,1.9,4.57,3.35,8.05,107.6,258.66,1.9,4.57,1.9,4.57
Kenya,1967,3.37,8.1,3.35,8.05,107.6,258.66,3.37,8.1,3.37,8.1
Uganda,1967,2,4.81,3.35,8.05,107.6,258.66,2,4.81,2,4.81
Algeria,1967,2.5,6.01,3.35,8.05,107.6,258.66,2.5,6.01,3.75,9.01
Sudan,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
Morocco,1967,1.25,3,3.35,8.05,107.6,258.66,1.25,3,1.25,3
Angola,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Mozambique,1967,3.1,7.45,3.35,8.05,107.6,258.66,3.1,7.45,3.1,7.45
Ghana,1967,2.3,5.53,3.35,8.05,107.6,258.66,2.3,5.53,2.3,5.53
Madagascar,1967,2.3,5.53,3.35,8.05,107.6,258.66,2.3,5.53,2.3,5.53
Cameron,1967,2,4.81,3.35,8.05,107.6,258.66,2,4.81,2,4.81
cotetrichy,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
Niger,1967,1.6,3.85,3.35,8.05,107.6,258.66,1.6,3.85,1.6,3.85
BurkinaFaso,1967,2.15,5.17,3.35,8.05,107.6,258.66,2.15,5.17,2.15,5.17
mali,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
malawi,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Zambia,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Senegal,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Zimbabwe,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Guinea,1967,3.1,7.45,3.35,8.05,107.6,258.66,3.1,7.45,3.1,7.45
Rwanda,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
Benin,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
Burundi,1967,2,4.81,3.35,8.05,107.6,258.66,2,4.81,2,4.81
Tunisia,1967,1.6,3.85,3.35,8.05,107.6,258.66,1.6,3.85,1.6,3.85
Nevada,1967,2.75,6.61,3.35,8.05,107.6,258.66,2.75,6.61,2.75,6.61
Togo,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Libya,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Congo,1967,2.9,6.97,3.35,8.05,107.6,258.66,2.9,6.97,2.9,6.97
Liberia,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Mauritania,1967,2.9,6.97,3.35,8.05,107.6,258.66,2.9,6.97,2.9,6.97
Eritrea,1967,2.8,6.73,3.35,8.05,107.6,258.66,2.8,6.73,3.1,7.45
Namibia,1967,2.3,5.53,3.35,8.05,107.6,258.66,2.3,5.53,2.3,5.53
Oklahoma,1967,3.1,7.45,3.35,8.05,107.6,258.66,3.1,7.45,3.1,7.45
Gambia,1967,3.1,7.45,3.35,8.05,107.6,258.66,3.1,7.45,3.1,7.45
Botswana,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Puerto Rico,1967,1.2,2.88,3.35,8.05,107.6,258.66,1.2,2.88,3.1,7.45
Rhode Island,1967,2.9,6.97,3.35,8.05,107.6,258.66,2.9,6.97,2.9,6.97
Gabon,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
Lesotho,1967,2.3,5.53,3.35,8.05,107.6,258.66,2.3,5.53,2.3,5.53
Mauritius,1967,0,0,3.35,8.05,107.6,258.66,0,0,0,0
Eswatini,1967,1.4,3.37,3.35,8.05,107.6,258.66,1.4,3.37,1.4,3.37
Djibouti,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Utah,1967,2.5,6.01,3.35,8.05,107.6,258.66,2.5,6.01,2.75,6.61
Vermont,1967,3.35,8.05,3.35,8.05,107.6,258.66,3.35,8.05,3.35,8.05
Comoros,1967,2.65,6.37,3.35,8.05,107.6,258.66,2.65,6.37,2.65,6.37
CaboVerde,1967,2.3,5.53,3.35,8.05,107.6,258.66,2.3,5.53,2.3,5.53
Seychelles,1967,2.75,6.61,3.35,8.05,107.6,258.66,2.75,6.61,2.75,6.61
Wisconsin,1967,3.25,7.81,3.35,8.05,107.6,258.66,3.25,7.81,3.25,7.81
Wyoming,1967,1.6,3.85,3.35,8.05,107.6,258.66,1.6,3.85,1.6,3.85
Nigeria,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
Ethiopia,1968,3.85,9.09,3.35,7.91,109.6,258.66,3.85,9.09,3.85,9.09
Egypt,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
DRcongo,1968,2.7,6.37,3.35,7.91,109.6,258.66,2.7,6.37,2.7,6.37
Tanzania,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
SouthAfrica,1968,1.9,4.48,3.35,7.91,109.6,258.66,1.9,4.48,1.9,4.48
Kenya,1968,3.37,7.95,3.35,7.91,109.6,258.66,3.37,7.95,3.37,7.95
Uganda,1968,2,4.72,3.35,7.91,109.6,258.66,2,4.72,2,4.72
Algeria,1968,2.5,5.9,3.35,7.91,109.6,258.66,2.5,5.9,3.75,8.85
Sudan,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
Morocco,1968,1.25,2.95,3.35,7.91,109.6,258.66,1.25,2.95,1.25,2.95
Angola,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Mozambique,1968,3.1,7.32,3.35,7.91,109.6,258.66,3.1,7.32,3.1,7.32
Ghana,1968,2.3,5.43,3.35,7.91,109.6,258.66,2.3,5.43,2.3,5.43
Madagascar,1968,2.3,5.43,3.35,7.91,109.6,258.66,2.3,5.43,2.3,5.43
Cameron,1968,2,4.72,3.35,7.91,109.6,258.66,2,4.72,2,4.72
cotetrichy,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
Niger,1968,1.6,3.78,3.35,7.91,109.6,258.66,1.6,3.78,1.6,3.78
BurkinaFaso,1968,2.15,5.07,3.35,7.91,109.6,258.66,2.15,5.07,2.15,5.07
mali,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
malawi,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Zambia,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Senegal,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Zimbabwe,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Guinea,1968,3.1,7.32,3.35,7.91,109.6,258.66,3.1,7.32,3.1,7.32
Rwanda,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
Benin,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
Burundi,1968,2,4.72,3.35,7.91,109.6,258.66,2,4.72,2,4.72
Tunisia,1968,1.6,3.78,3.35,7.91,109.6,258.66,1.6,3.78,1.6,3.78
Nevada,1968,2.75,6.49,3.35,7.91,109.6,258.66,2.75,6.49,2.75,6.49
Togo,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Libya,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Congo,1968,2.9,6.84,3.35,7.91,109.6,258.66,2.9,6.84,2.9,6.84
Liberia,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Mauritania,1968,2.9,6.84,3.35,7.91,109.6,258.66,2.9,6.84,2.9,6.84
Eritrea,1968,2.8,6.61,3.35,7.91,109.6,258.66,2.8,6.61,3.1,7.32
Namibia,1968,2.3,5.43,3.35,7.91,109.6,258.66,2.3,5.43,2.3,5.43
Oklahoma,1968,3.1,7.32,3.35,7.91,109.6,258.66,3.1,7.32,3.1,7.32
Gambia,1968,3.1,7.32,3.35,7.91,109.6,258.66,3.1,7.32,3.1,7.32
Botswana,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Puerto Rico,1968,1.2,2.83,3.35,7.91,109.6,258.66,1.2,2.83,3.1,7.32
Rhode Island,1968,2.9,6.84,3.35,7.91,109.6,258.66,2.9,6.84,2.9,6.84
Gabon,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
Lesotho,1968,2.3,5.43,3.35,7.91,109.6,258.66,2.3,5.43,2.3,5.43
Mauritius,1968,0,0,3.35,7.91,109.6,258.66,0,0,0,0
Eswatini,1968,1.4,3.3,3.35,7.91,109.6,258.66,1.4,3.3,1.4,3.3
Djibouti,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Utah,1968,2.5,5.9,3.35,7.91,109.6,258.66,2.5,5.9,2.75,6.49
Vermont,1968,3.35,7.91,3.35,7.91,109.6,258.66,3.35,7.91,3.35,7.91
Comoros,1968,2.65,6.25,3.35,7.91,109.6,258.66,2.65,6.25,2.65,6.25
CaboVerde,1968,2.3,5.43,3.35,7.91,109.6,258.66,2.3,5.43,2.3,5.43
Seychelles,1968,2.75,6.49,3.35,7.91,109.6,258.66,2.75,6.49,2.75,6.49
Wisconsin,1968,3.25,7.67,3.35,7.91,109.6,258.66,3.25,7.67,3.25,7.67
Wyoming,1968,1.6,3.78,3.35,7.91,109.6,258.66,1.6,3.78,1.6,3.78
Nigeria,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
Ethiopia,1969,3.85,8.77,3.35,7.63,113.6,258.66,3.85,8.77,3.85,8.77
Egypt,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
DRcongo,1969,2.7,6.15,3.35,7.63,113.6,258.66,2.7,6.15,2.7,6.15
Tanzania,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
SouthAfrica,1969,1.9,4.33,3.35,7.63,113.6,258.66,1.9,4.33,1.9,4.33
Kenya,1969,3.37,7.67,3.35,7.63,113.6,258.66,3.37,7.67,3.37,7.67
Uganda,1969,2,4.55,3.35,7.63,113.6,258.66,2,4.55,2,4.55
Algeria,1969,2.5,5.69,3.35,7.63,113.6,258.66,2.5,5.69,3.75,8.54
Sudan,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
Morocco,1969,1.25,2.85,3.35,7.63,113.6,258.66,1.25,2.85,1.25,2.85
Angola,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Mozambique,1969,3.1,7.06,3.35,7.63,113.6,258.66,3.1,7.06,3.1,7.06
Ghana,1969,2.3,5.24,3.35,7.63,113.6,258.66,2.3,5.24,2.3,5.24
Madagascar,1969,2.3,5.24,3.35,7.63,113.6,258.66,2.3,5.24,2.3,5.24
Cameron,1969,2,4.55,3.35,7.63,113.6,258.66,2,4.55,2,4.55
cotetrichy,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
Niger,1969,1.6,3.64,3.35,7.63,113.6,258.66,1.6,3.64,1.6,3.64
BurkinaFaso,1969,2.15,4.9,3.35,7.63,113.6,258.66,2.15,4.9,2.15,4.9
mali,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
malawi,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Zambia,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Senegal,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Zimbabwe,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Guinea,1969,3.1,7.06,3.35,7.63,113.6,258.66,3.1,7.06,3.1,7.06
Rwanda,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
Benin,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
Burundi,1969,2,4.55,3.35,7.63,113.6,258.66,2,4.55,2,4.55
Tunisia,1969,1.6,3.64,3.35,7.63,113.6,258.66,1.6,3.64,1.6,3.64
Nevada,1969,2.75,6.26,3.35,7.63,113.6,258.66,2.75,6.26,2.75,6.26
Togo,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Libya,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Congo,1969,2.9,6.6,3.35,7.63,113.6,258.66,2.9,6.6,2.9,6.6
Liberia,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Mauritania,1969,2.9,6.6,3.35,7.63,113.6,258.66,2.9,6.6,2.9,6.6
Eritrea,1969,2.8,6.38,3.35,7.63,113.6,258.66,2.8,6.38,3.1,7.06
Namibia,1969,2.3,5.24,3.35,7.63,113.6,258.66,2.3,5.24,2.3,5.24
Oklahoma,1969,3.1,7.06,3.35,7.63,113.6,258.66,3.1,7.06,3.1,7.06
Gambia,1969,3.1,7.06,3.35,7.63,113.6,258.66,3.1,7.06,3.1,7.06
Botswana,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Puerto Rico,1969,1.2,2.73,3.35,7.63,113.6,258.66,1.2,2.73,3.1,7.06
Rhode Island,1969,2.9,6.6,3.35,7.63,113.6,258.66,2.9,6.6,2.9,6.6
Gabon,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
Lesotho,1969,2.3,5.24,3.35,7.63,113.6,258.66,2.3,5.24,2.3,5.24
Mauritius,1969,0,0,3.35,7.63,113.6,258.66,0,0,0,0
Eswatini,1969,1.4,3.19,3.35,7.63,113.6,258.66,1.4,3.19,1.4,3.19
Djibouti,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Utah,1969,2.5,5.69,3.35,7.63,113.6,258.66,2.5,5.69,2.75,6.26
Vermont,1969,3.35,7.63,3.35,7.63,113.6,258.66,3.35,7.63,3.35,7.63
Comoros,1969,2.65,6.03,3.35,7.63,113.6,258.66,2.65,6.03,2.65,6.03
CaboVerde,1969,2.3,5.24,3.35,7.63,113.6,258.66,2.3,5.24,2.3,5.24
Seychelles,1969,2.75,6.26,3.35,7.63,113.6,258.66,2.75,6.26,2.75,6.26
Wisconsin,1969,3.25,7.4,3.35,7.63,113.6,258.66,3.25,7.4,3.25,7.4
Wyoming,1969,1.6,3.64,3.35,7.63,113.6,258.66,1.6,3.64,1.6,3.64
Nigeria,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
Ethiopia,1970,3.85,8.42,3.35,7.32,118.3,258.66,3.85,8.42,3.85,8.42
Egypt,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
DRcongo,1970,3.25,7.11,3.35,7.32,118.3,258.66,3.25,7.11,3.25,7.11
Tanzania,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
SouthAfrica,1970,3,6.56,3.35,7.32,118.3,258.66,3,6.56,3,6.56
Kenya,1970,3.75,8.2,3.35,7.32,118.3,258.66,3.75,8.2,3.75,8.2
Uganda,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Algeria,1970,3.5,7.65,3.35,7.32,118.3,258.66,3.5,7.65,4.85,10.6
Sudan,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
Morocco,1970,3.25,7.11,3.35,7.32,118.3,258.66,3.25,7.11,3.25,7.11
Angola,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Mozambique,1970,3.85,8.42,3.35,7.32,118.3,258.66,3.85,8.42,3.85,8.42
Ghana,1970,2.3,5.03,3.35,7.32,118.3,258.66,2.3,5.03,2.3,5.03
Madagascar,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Cameron,1970,2,4.37,3.35,7.32,118.3,258.66,2,4.37,2,4.37
cotetrichy,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
Niger,1970,1.6,3.5,3.35,7.32,118.3,258.66,1.6,3.5,1.6,3.5
BurkinaFaso,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
mali,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
malawi,1970,3.65,7.98,3.35,7.32,118.3,258.66,3.65,7.98,3.65,7.98
Zambia,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Senegal,1970,3.65,7.98,3.35,7.32,118.3,258.66,3.65,7.98,3.65,7.98
Zimbabwe,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Guinea,1970,3.55,7.76,3.35,7.32,118.3,258.66,3.55,7.76,3.5,7.65
Rwanda,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
Benin,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
Burundi,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Tunisia,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Nevada,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Togo,1970,3.55,7.76,3.35,7.32,118.3,258.66,3.55,7.76,3.55,7.76
Libya,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Congo,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Liberia,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Mauritania,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Eritrea,1970,2.8,6.12,3.35,7.32,118.3,258.66,2.8,6.12,3.1,6.78
Namibia,1970,2.3,5.03,3.35,7.32,118.3,258.66,2.3,5.03,2.3,5.03
Oklahoma,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Gambia,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Botswana,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Puerto Rico,1970,1.2,2.62,3.35,7.32,118.3,258.66,1.2,2.62,3.35,7.32
Rhode Island,1970,3.65,7.98,3.35,7.32,118.3,258.66,3.65,7.98,3.65,7.98
Gabon,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
Lesotho,1970,2.8,6.12,3.35,7.32,118.3,258.66,2.8,6.12,2.8,6.12
Mauritius,1970,0,0,3.35,7.32,118.3,258.66,0,0,0,0
Eswatini,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Djibouti,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Utah,1970,2.5,5.47,3.35,7.32,118.3,258.66,2.5,5.47,2.75,6.01
Vermont,1970,3.55,7.76,3.35,7.32,118.3,258.66,3.55,7.76,3.55,7.76
Comoros,1970,2.65,5.79,3.35,7.32,118.3,258.66,2.65,5.79,2.65,5.79
CaboVerde,1970,2.3,5.03,3.35,7.32,118.3,258.66,2.3,5.03,2.3,5.03
Seychelles,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Wisconsin,1970,3.35,7.32,3.35,7.32,118.3,258.66,3.35,7.32,3.35,7.32
Wyoming,1970,1.6,3.5,3.35,7.32,118.3,258.66,1.6,3.5,1.6,3.5
Nigeria,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
Ethiopia,1971,3.85,8.03,3.35,6.99,124,258.66,3.85,8.03,3.85,8.03
Egypt,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
DRcongo,1971,3.25,6.78,3.35,6.99,124,258.66,3.25,6.78,3.25,6.78
Tanzania,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
SouthAfrica,1971,3,6.26,3.35,6.99,124,258.66,3,6.26,3,6.26
Kenya,1971,3.75,7.82,3.35,6.99,124,258.66,3.75,7.82,3.75,7.82
Uganda,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Algeria,1971,3.5,7.3,3.35,6.99,124,258.66,3.5,7.3,4.85,10.12
Sudan,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
Morocco,1971,3.25,6.78,3.35,6.99,124,258.66,3.25,6.78,3.25,6.78
Angola,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Mozambique,1971,3.85,8.03,3.35,6.99,124,258.66,3.85,8.03,3.85,8.03
Ghana,1971,2.3,4.8,3.35,6.99,124,258.66,2.3,4.8,2.3,4.8
Madagascar,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Cameron,1971,2,4.17,3.35,6.99,124,258.66,2,4.17,2,4.17
cotetrichy,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
Niger,1971,1.6,3.34,3.35,6.99,124,258.66,1.6,3.34,1.6,3.34
BurkinaFaso,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
mali,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
malawi,1971,3.65,7.61,3.35,6.99,124,258.66,3.65,7.61,3.65,7.61
Zambia,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Senegal,1971,3.65,7.61,3.35,6.99,124,258.66,3.65,7.61,3.65,7.61
Zimbabwe,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Guinea,1971,3.55,7.41,3.35,6.99,124,258.66,3.55,7.41,3.5,7.3
Rwanda,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
Benin,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
Burundi,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Tunisia,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Nevada,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Togo,1971,3.55,7.41,3.35,6.99,124,258.66,3.55,7.41,3.55,7.41
Libya,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Congo,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Liberia,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Mauritania,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Eritrea,1971,2.8,5.84,3.35,6.99,124,258.66,2.8,5.84,3.1,6.47
Namibia,1971,2.3,4.8,3.35,6.99,124,258.66,2.3,4.8,2.3,4.8
Oklahoma,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Gambia,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Botswana,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Puerto Rico,1971,1.2,2.5,3.35,6.99,124,258.66,1.2,2.5,3.35,6.99
Rhode Island,1971,3.65,7.61,3.35,6.99,124,258.66,3.65,7.61,3.65,7.61
Gabon,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
Lesotho,1971,2.8,5.84,3.35,6.99,124,258.66,2.8,5.84,2.8,5.84
Mauritius,1971,0,0,3.35,6.99,124,258.66,0,0,0,0
Eswatini,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Djibouti,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Utah,1971,2.5,5.21,3.35,6.99,124,258.66,2.5,5.21,2.75,5.74
Vermont,1971,3.55,7.41,3.35,6.99,124,258.66,3.55,7.41,3.55,7.41
Comoros,1971,2.65,5.53,3.35,6.99,124,258.66,2.65,5.53,2.65,5.53
CaboVerde,1971,2.3,4.8,3.35,6.99,124,258.66,2.3,4.8,2.3,4.8
Seychelles,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Wisconsin,1971,3.35,6.99,3.35,6.99,124,258.66,3.35,6.99,3.35,6.99
Wyoming,1971,1.6,3.34,3.35,6.99,124,258.66,1.6,3.34,1.6,3.34
Nigeria,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
Ethiopia,1972,3.85,7.62,3.35,6.63,130.7,258.66,3.85,7.62,3.85,7.62
Egypt,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
DRcongo,1972,3.25,6.43,3.35,6.63,130.7,258.66,3.25,6.43,3.25,6.43
Tanzania,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
SouthAfrica,1972,3,5.94,3.35,6.63,130.7,258.66,3,5.94,3,5.94
Kenya,1972,3.75,7.42,3.35,6.63,130.7,258.66,3.75,7.42,3.75,7.42
Uganda,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Algeria,1972,3.5,6.93,3.35,6.63,130.7,258.66,3.5,6.93,4.85,9.6
Sudan,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
Morocco,1972,3.25,6.43,3.35,6.63,130.7,258.66,3.25,6.43,3.25,6.43
Angola,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Mozambique,1972,3.85,7.62,3.35,6.63,130.7,258.66,3.85,7.62,3.85,7.62
Ghana,1972,2.3,4.55,3.35,6.63,130.7,258.66,2.3,4.55,2.3,4.55
Madagascar,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Cameron,1972,2,3.96,3.35,6.63,130.7,258.66,2,3.96,2,3.96
cotetrichy,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
Niger,1972,1.6,3.17,3.35,6.63,130.7,258.66,1.6,3.17,1.6,3.17
BurkinaFaso,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
mali,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
malawi,1972,3.65,7.22,3.35,6.63,130.7,258.66,3.65,7.22,3.65,7.22
Zambia,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Senegal,1972,3.65,7.22,3.35,6.63,130.7,258.66,3.65,7.22,3.65,7.22
Zimbabwe,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Guinea,1972,3.55,7.03,3.35,6.63,130.7,258.66,3.55,7.03,3.5,6.93
Rwanda,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
Benin,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
Burundi,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Tunisia,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Nevada,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Togo,1972,3.55,7.03,3.35,6.63,130.7,258.66,3.55,7.03,3.55,7.03
Libya,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Congo,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Liberia,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
